,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역
672,10787,16,서울특별시,종로구,시도,C1-J13-6번,북촌로6길,3,서울특별시 종로구 북촌로6길 1,서울특별시 종로구 가회동 208-7,37.58016659,126.985109,(어린이 12) 가회동주민센터 주변,4,30,,,2,2019,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
685,10800,29,서울특별시,종로구,구도,28-J28번,성균관로,3,서울특별시 종로구 성균관로 74-1,서울특별시 종로구 명륜1가 27-57,37.58919536,126.9973938,(어린이 26) 혜화초교(명륜파출소) 주변,4,30,,,2,2020,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
692,10807,36,서울특별시,종로구,시도,C1-8번,사직로8길,3,서울특별시 종로구 사직로8길 13,서울특별시 종로구 내자동 169,37.574936,126.970238,(어린이 34) 세종유치원 주변,4,30,,,2,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
693,10808,37,서울특별시,종로구,구도,23-43번,자하문로43길,3,서울특별시 종로구 자하문로43길 2,서울특별시 종로구 부암동 384-4,37.598687,126.960875,(어린이 35) 엔젤키즈어린이집  주변,4,50,,,2,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
694,10809,38,서울특별시,종로구,구도,23-J9-6-C번,세검정로6다길,3,서울특별시 종로구 세검정로6다길 10,서울특별시 종로구 신영동 105-12,37.601661,126.9627355,(어린이 36) 부암어린이집 주변,4,30,,,2,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
695,10810,39,서울특별시,종로구,구도,51-65번,종로65길,3,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인동 178-167,37.57487529,127.0199617,(어린이 37) 한빛어린이집 주변,4,30,,,2,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
696,10811,40,서울특별시,종로구,시도,C1-J2번,옥인길,3,서울특별시 종로구 옥인길 18,서울특별시 종로구 옥인동 149-1,37.580694,126.9675955,(어린이 38) 누상어린이집 주변,4,20,,,2,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
697,10860,N138,서울특별시,금천구,특별시도,0,시흥대로40길 111-5,3,서울특별시 금천구 시흥대로40마길1,서울특별시 금천구 시흥동 산 71-52,37.447218,126.907628,서울특별시 금천구 시흥대로40마길1,4,0,,,2,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
698,10883,N137,서울특별시,금천구,특별시도,0,가산로9길 54,3,서울특별시 금천구 가산로9길54 LG전자,서울특별시 금천구 가산동 219-14,37.47598957,126.8896599,서울특별시 금천구 가산로9길54 LG전자,4,0,,,2,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
699,11005,N136,서울특별시,금천구,특별시도,0,디지털로9길 90,3,서울특별시 금천구 디지털로9길90 블랙야크,서울특별시 금천구 가산동 121-58,37.48199614,126.8863327,서울특별시 금천구 디지털로9길90 블랙야크,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
700,11039,1,서울특별시,종로구,시도,5111-5번,지봉로5길,3,서울특별시 종로구 지봉로5길 20,서울특별시 종로구 창신동 82,37.57486845,127.0150595,창신초교 후문 주변,4,30,,,2,2019,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
701,11040,2,서울특별시,종로구,시도,29-11번,대학로11길,3,서울특별시 종로구 대학로11길 27,서울특별시 종로구 명륜4가 80-1,37.582096,127.0001329,대학로11길 정민온누리약국 주변,4,20,,,99,2017,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
702,11041,3,서울특별시,종로구,시도,5111-5번,지봉로5길,3,서울특별시 종로구 지봉로5길 5,서울특별시 종로구 창신동 237,37.57418871,127.0152967,창신동 두산아파트 주변,4,30,,,99,2016,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
703,11042,4,서울특별시,종로구,시도,29-J26-3번,동숭3길,3,서울특별시 종로구 동숭3길 8,서울특별시 종로구 동숭동129,37.58146041,127.005638,광명가든레지던스 주변,4,30,,,99,2019,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
715,11155,N135,서울특별시,금천구,특별시도,0,독산로50길 60,3,서울특별시 금천구 독산로50길60 한울중학교,서울특별시 금천구 시흥동 1000-3,37.462526,126.907659,서울특별시 금천구 독산로50길60 한울중학교,4,0,,,2,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
768,11531,F9352,서울특별시,강남구,특별시도,,남부순환로,2,서울특별시 강남구 남부순환로 2726,,37.485751,127.044071,한국건설감리협회 앞,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
790,12240,322,서울특별시,종로구,구도,51번,경희궁2길,3,서울특별시 종로구 경희궁2길 9-4,서울특별시 종로구 내수동 110,37.57341114,126.9711666,경희궁4길 경희궁의아침2단지아파트 주변,4,30,,,99,2020,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울
793,12341,F8539,서울특별시,서초구,고속국도,1번,경부고속도로,1,서울특별시 서초구 경부고속도로,서울특별시 서초구 원지동 96-4,37.457765,127.045884,양재대로 진출램프,1,40,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
794,12342,F8540,서울특별시,금천구,특별시도,,남부순환로,2,서울특별시 금천구 남부순환로,서울특별시 금천구 가산동 121-58,37.481769,126.886556,까르뜨니트물류센터마리오앞,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
795,12343,F8541,서울특별시,성동구,특별시도,,독서당로,1,서울특별시 성동구 독서당로 270,,37.546693,127.019293,금호대우@101동앞,1,40,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
796,12344,F8542,서울특별시,용산구,특별시도,,양녕로,2,서울특별시 용산구 양녕로,서울특별시 용산구 이촌동 304-16,37.517526,126.958765,한강대교 노들섬,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
797,12345,F8543,서울특별시,용산구,특별시도,,양녕로,1,서울특별시 용산구 양녕로,서울특별시 용산구 이촌동 303-19,37.517401,126.958892,한강대교 노들섬,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
798,12346,F8544,서울특별시,영등포구,특별시도,,국회대로,2,서울특별시 영등포구 국회대로 552,,37.528436,126.895321,삼익아파트 앞,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
799,12347,F8545,서울특별시,서초구,특별시도,,남부순환로,1,서울특별시 서초구 남부순환로 2406,,37.47897,127.010182,한국예술종합학교 앞,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
800,12348,F8546,서울특별시,강남구,특별시도,,광평로,2,서울특별시 강남구 광평로 144,,37.484051,127.090221,삼성아파트105동 건너편,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
801,12349,F8547,서울특별시,서초구,특별시도,,강남대로,2,서울특별시 서초구 강남대로,서울특별시 서초구 잠원동 77,37.52302,127.016503,한남대교남단,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
802,12350,F8548,서울특별시,강동구,특별시도,,강동대로,1,서울특별시 강동구 강동대로 245,,37.521961,127.133194,둔촌사거리,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
803,12351,F8549,서울특별시,강북구,특별시도,,인수봉로,1,서울특별시 강북구 인수봉로 136,,37.631716,127.013775,혜화여고 건너편,2,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
804,12352,F8550,서울특별시,강북구,특별시도,,인수봉로,2,서울특별시 강북구 인수봉로 269,,37.643063,127.010855,인수초중교앞,2,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
805,12353,F8551,서울특별시,강서구,일반국도,48번,공항대로,1,서울특별시 강서구 공항대로 69,,37.560849,126.816183,공항중학교삼거리,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
806,12354,F8552,서울특별시,광진구,일반국도,43번,천호대로,2,서울특별시 광진구 천호대로,서울특별시 광진구 광장동 201-2,37.54474,127.10457,광장사거리,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
807,12355,F8553,서울특별시,동대문구,특별시도,,한천로,1,서울특별시 동대문구 한천로 58길 107,,37.601301,127.071204,이화교삼거리,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
808,12356,F8554,서울특별시,동작구,특별시도,,여의대방로,2,서울특별시 동작구 여의대방로 24,,37.494368,126.911109,현대아파트 104동 앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
809,12357,F8555,서울특별시,마포구,일반국도,6번,신촌로,2,서울특별시 마포구 신촌로,서울특별시 마포구 아현동 267-9,37.557192,126.956448,굴레방다리교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
810,12358,F8556,서울특별시,동대문구,특별시도,,고산자로,1,서울특별시 동대문구 고산자로,서울특별시 동대문구 용두동 47-1,37.571167,127.008972,경동시장 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
811,12359,F8557,서울특별시,송파구,특별시도,,위례성대로,1,서울특별시 송파구 위례성대로,서울특별시 송파구 방이동 181-8,37.512247,127.127558,올림픽공원교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
812,12360,F8558,서울특별시,강남구,특별시도,,역삼로,1,서울특별시 강남구 역삼로 314,,37.499876,127.049146,도성초교 건너편,2,40,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
813,12361,F8559,서울특별시,양천구,특별시도,,신정로,2,서울특별시 양천구 신정로 170,,37.508396,126.84106,신정현대6차아파트 앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
814,12362,F8560,서울특별시,은평구,특별시도,,서오릉로,2,서울특별시 은평구 서오릉로 139,,37.61124,126.917497,구산역교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
815,12363,F8561,서울특별시,종로구,일반국도,6번,새문안로,1,서울특별시 종로구 새문안로 55,,37.569954,126.971158,서울역사박물관 앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
816,12364,F8562,서울특별시,중랑구,일반국도,47번,경춘북로,2,서울특별시 중랑구 경춘북로,서울특별시 중랑구 신내동 270-1,37.619434,127.104517,중랑경찰서 후문,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
817,12365,F8563,서울특별시,도봉구,특별시도,,해등로,2,서울특별시 도봉구 해등로 295,,37.657396,127.022962,우성2차 201동앞,2,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
818,12366,F8564,서울특별시,노원구,일반국도,3번,동일로,1,서울특별시 노원구 동일로 1449,,37.661474,127.058807,온수골사거리,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
819,12367,F8565,서울특별시,서대문구,일반국도,48번,성산로,1,서울특별시 서대문구 성산로,서울특별시 서대문구 창천동 산 4-7,37.560424,126.93461,연세대공학원앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
841,12389,F8440,서울특별시,중랑구,특별시도,,북부간선도로,1,서울특별시 중랑구 북부간선도로,서울특별시 중랑구 묵동 27,37.6192,127.089147,묵동IC 진출램프,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
893,12620,F9945,서울특별시,구로구,특별시도,,남부순환로,1,서울특별시 구로구 남부순환로,서울특별시 구로구 구로동 692-1,37.490571,126.875015,안양교 진입 전,1,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
894,12621,F9946,서울특별시,종로구,일반국도,6번,새문안로,1,서울특별시 종로구 새문안로 38,,37.568382,126.969544,정동사거리,2,50,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
895,12622,F9947,서울특별시,서대문구,일반국도,6번,충정로,2,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로2가 6,37.565719,126.966389,서대문역사거리,2,50,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
896,12623,F9948,서울특별시,송파구,일반국도,3번,송파대로,1,서울특별시 송파구 송파대로,서울특별시 송파구 신천동 3,37.513507,127.10019,잠실역교차로,2,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
897,12624,F9949,서울특별시,송파구,일반국도,3번,송파대로,2,서울특별시 송파구 송파대로,서울특별시 송파구 잠실동 39,37.513055,127.099961,잠실역교차로,2,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
898,12625,F9950,서울특별시,송파구,특별시도,,올림픽로,1,서울특별시 송파구 올림픽로,서울특별시 송파구 잠실동 32,37.513213,127.100434,잠실역R,2,60,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
899,12626,F9951,서울특별시,송파구,특별시도,,올림픽로,2,서울특별시 송파구 올림픽로,서울특별시 송파구 신천동 27,37.513352,127.099743,잠실역R,2,60,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
900,12627,F9952,서울특별시,송파구,특별시도,,잠실로,2,서울특별시 송파구 잠실로,서울특별시 송파구 잠실동 42,37.511072,127.101532,잠실광역환승센터교차로,2,60,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
901,12628,F9953,서울특별시,송파구,일반국도,3번,송파대로,1,서울특별시 송파구 송파대로,서울특별시 송파구 신천동 32,37.508854,127.104096,석촌호수교차로,2,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
902,12629,F9954,서울특별시,금천구,일반국도,1번,시흥대로,2,서울특별시 금천구 시흥대로,서울특별시 금천구 시흥동 982-15,37.438515,126.90288,기아대교앞교차로,2,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
903,12630,F9955,서울특별시,금천구,일반국도,1번,시흥대로,1,서울특별시 금천구 시흥대로,서울특별시 금천구 시흥동 1001-29,37.438481,126.903432,기아대교앞교차로,2,50,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
904,12631,F9956,서울특별시,서초구,특별시도,,남부순환로,2,서울특별시 서초구 남부순환로 2183,,37.474269,126.991028,방배래미안타워 건너편,2,60,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
905,12632,F9957,서울특별시,서초구,일반국도,47번,중앙로,2,서울특별시 서초구 중앙로,서울특별시 서초구 우면동 748,37.457198,127.013242,서초호반써밋@102동 앞,2,60,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
906,12633,G0005,서울특별시,영등포구,특별시도,,국회대로,2,서울특별시 영등포구 국회대로,서울특별시 영등포구 여의도동 1-6,37.529182,126.917146,국회의사당앞교차로,2,60,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
907,12634,G0006,서울특별시,관악구,특별시도,,남부순환로,2,서울특별시 관악구 남부순환로 2028,,37.475882,126.973407,한국엔지니어링협회 건너편,2,60,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
908,12635,G0007,서울특별시,관악구,특별시도,,문성로,2,서울특별시 관악구 문성로 214,,37.479167,126.927369,새명문유치원앞,2,30,,,2,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
994,13173,N144,서울특별시,금천구,특별시도,0,시흥대로 244,3,서울특별시 금천구 시흥대로244 희명병원,서울특별시 금천구 시흥동 1000-35,37.4556269,126.8999862,서울특별시 금천구 시흥대로244 희명병원,4,0,,,,2018,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
995,13197,F9355,서울특별시,노원구,특별시도,,노원로,1,서울특별시 노원구 노원로 192,,37.637068,127.079722,공릉터널 교차로,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
996,13198,F9356,서울특별시,송파구,특별시도,,올림픽로,2,서울특별시 송파구 올림픽로,서울특별시 송파구 신천동 26,37.519884,127.113905,올림픽회관 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
997,13199,F9357,서울특별시,광진구,일반국도,43번,아차산로,2,서울특별시 광진구 아차산로,서울특별시 광진구 광장동 145-2,37.549262,127.107806,워커힐아파트입구,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
998,13200,F9358,서울특별시,중구,특별시도,,퇴계로,2,서울특별시 중구 퇴계로 187,,37.560906,126.992793,NH농협은행충무로지점 건너,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
999,13201,F9359,서울특별시,구로구,특별시도,,남부순환로,1,서울특별시 구로구 오리로 1265,,37.494336,126.831029,우신빌라5동 건너편,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1000,13202,F9360,서울특별시,서초구,특별시도,,잠원로,1,서울특별시 서초구 잠원로,서울특별시 서초구 잠원동 65-33,37.511017,127.007223,뉴코아백화점 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1001,13203,F9361,서울특별시,강남구,특별시도,,역삼로,1,서울특별시 강남구 역삼로 8길,,37.492599,127.034151,역삼초교입구,2,40,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1002,13204,F9362,서울특별시,강남구,특별시도,,선릉로,2,서울특별시 강남구 선릉로 103,,37.486549,127.056731,서울개일초교 건너편,2,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1003,13205,F9363,서울특별시,강남구,특별시도,,자곡로,2,서울특별시 강남구 자곡로 55,,37.467869,127.09373,세명초교 남측,2,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1004,13206,F9364,서울특별시,강남구,특별시도,,밤고개로,1,서울특별시 강남구 밤고개로 23길,,37.474127,127.109088,율현초교 앞,1,30,,,2,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1005,13222,F9353,서울특별시,영등포구,특별시도,,도림로,2,서울특별시 영등포구 도림로,서울특별시 영등포구 문래동4가 6-11,37.516204,126.89066,구립영등포노인종합복지관 건너편,2,50,,,1,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1006,13223,F9354,서울특별시,용산구,특별시도,,한남대로,2,서울특별시 용산구 한남대로,서울특별시 용산구 한남동 722-36,37.537518,127.004439,한남1고가차도종점,1,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울
1007,13228,P0065,서울특별시,성북구,구도,0,서경로,3,,서울특별시 성북구 정릉동 192-440,37.6082812,127.0132711,하모니마트,4,30,,,1,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1008,13354,N143,서울특별시,금천구,특별시도,0,독산로 178,3,서울특별시 금천구 독산로178 독산2동주민센터,서울특별시 금천구 독산동 1081-20,37.46293737,126.9039156,서울특별시 금천구 독산로178 독산2동주민센터,4,0,,,,2018,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1009,13379,N142,서울특별시,금천구,특별시도,0,두산로 75,3,서울특별시 금천구 두산로75 빅마켓,서울특별시 금천구 독산동 289-16,37.47073406,126.8967329,서울특별시 금천구 두산로75 빅마켓,4,0,,,,2018,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1010,13404,N141,서울특별시,금천구,특별시도,0,금하로 750,3,서울특별시 금천구 금하로750 우방아파트,서울특별시 금천구 시흥동 270-1,37.45007791,126.912945,서울특별시 금천구 금하로750 우방아파트,4,0,,,,2017,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1011,13428,P0057,서울특별시,성북구,구도,0,화랑로,3,서울특별시 성북구 화랑로13길 46,서울특별시 성북구 하월곡동 21-42,37.60532181,127.0416711,진각복지재단,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1012,13429,P0058,서울특별시,성북구,구도,0,동소문로,3,서울특별시성북구동소문로40길57,서울특별시 성북구 하월곡동 88-337,37.60492559,127.0288738,미아리텍사스,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1013,13430,P0059,서울특별시,성북구,구도,0,숭인로,3,,서울특별시 성북구 길음동 1262-277,37.6119945,127.0226231,래미안 길음 센터피스,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1014,13431,P0060,서울특별시,성북구,구도,0,숭인로,3,,서울특별시 성북구 길음동 21-286,37.6094656,127.0257176,래미안 길음 센터피스,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1015,13432,P0061,서울특별시,성북구,구도,0,동소문로,3,서울특별시 성북구 동소문로 118,,37.59332657,127.0181758,태극당 골목,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1016,13433,P0062,서울특별시,성북구,시도,0,정릉로,3,,서울특별시 성북구 정릉동 산1-344,37.6108546,126.9914545,국민대학교 건너편,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1017,13434,P0063,서울특별시,성북구,구도,0,종암로,3,서울특별시 성북구 종암로9길 20,서울특별시 성북구 종암동 131-8,37.59587096,127.0344052,극동아파트 입구,4,0,,,,2019,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1018,13435,P0066,서울특별시,성북구,구도,0,장월로,3,서울특별시 성북구 장월로 174,서울특별시 성북구 장위동 155-2,37.6194264,127.0537717,장위3동 치안센터,4,0,,,,2020,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1019,13594,N140,서울특별시,금천구,특별시도,0,독산로 105,3,서울특별시 금천구 독산로105 동산교회,서울특별시 금천구 시흥동 1000-32,37.456867,126.905491,서울특별시 금천구 독산로105 동산교회,4,0,,,,2017,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1020,13669,N139,서울특별시,금천구,특별시도,0,금하로24길 2,3,서울특별시 금천구 금하로24길2 카멜리아맞은편,서울특별시 금천구 시흥동 1000-124,37.451067,126.908533,서울특별시 금천구 금하로24길2 카멜리아맞은편,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1022,14222,서05-409,서울특별시,서대문구,기타,홍연길,홍연길,3,서울특별시 서대문구 홍연길 63-1,,37.57629291,126.9300847,연희파크푸르지오 주변,4,0,,,,2019,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1023,14223,서03-403,서울특별시,서대문구,기타,북아현로,북아현로,3,,서울특별시 서대문구 북아현동 210-24,37.56015301,126.950792,명수어린이 공원 앞,4,0,,,,2019,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1025,14319,서09-404,서울특별시,서대문구,기타,홍은중앙로,홍은중앙로,3,서울특별시 서대문구 홍은중앙로43,서울특별시 서대문구 홍은동48-16,37.595216,126.946695,보은소공원 주변,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1026,14320,서10-409,서울특별시,서대문구,기타,가좌로,가좌로,3,서울특별시 서대문구 가좌로75,서울특별시 서대문구 홍은동403-10,37.579798,126.928239,에이스고시텔,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1027,14321,서11-404,서울특별시,서대문구,기타,수색로,수색로,3,서울특별시 서대문구 수색로6길17,서울특별시 서대문구 북가좌동486,37.571344,126.913379,남가좌교회 주변,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1028,14322,서11-405,서울특별시,서대문구,기타,가재울미래로,가재울미래로,3,서울특별시 서대문구 가재울미래로15,서울특별시 서대문구 남가좌동150-20,37.570561,126.9170769,가재울 성천교회 주변,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1029,14323,서03-407,서울특별시,서대문구,기타,신촌로,신촌로,3,서울특별시 서대문구 신촌로27길47,서울특별시 서대문구 북아현동251-99,37.55744285,126.948764,동심경로당 앞,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1030,14324,서04-421,서울특별시,서대문구,기타,성산로,성산로,3,서울특별시 서대문구 성산로512-42,서울특별시 서대문구 대신동34-16,37.561611,126.943092,이대부속초등학교 맞은편,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1031,14325,서05-407,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로154,서울특별시 서대문구 연희동80-2,37.570985,126.934422,시카고피자 연희2호점,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1032,14326,서06-402,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로357,서울특별시 서대문구 홍제동464,37.58199003,126.949799,무악재한화아파트 진입로,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1033,14327,서11-402,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로15길68,서울특별시 서대문구 남가좌동188-1,37.574485,126.918781,명지빌딩(소명약국) 주변,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1034,14328,서11-402,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로15길34,서울특별시 서대문구 남가좌동119-41,37.574934,126.918223,남가좌1동주민센터 건너편,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1035,14329,서02-409,서울특별시,서대문구,기타,충정로,충정로,3,서울특별시 서대문구 충정로7,서울특별시 서대문구 충정로3가476,37.56011129,126.962225,구세군빌딩 주변,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1036,14330,서04-422,서울특별시,서대문구,기타,신촌로,신촌로,3,서울특별시 서대문구 신촌로15,서울특별시 서대문구 창천동506-17,37.558224,126.928744,롯데리아 창천점 앞,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
