무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
역삼1-135,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로7길21,서울특별시 강남구 역삼동 635-1,37.300389,127.014858,한국과학기술회관 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-103,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 322,서울특별시 강남구 신사동 639-4,37.5286368,127.0368044,세진성형외과 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-104,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 334,서울특별시 강남구 신사동 660-8,37.5282819,127.0382687,한양상가(로데오입구) 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-105,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 342,서울특별시 강남구 신사동 661-3,37.5278994,127.0397394,H&M(압구정점) 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-106,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 313,서울특별시 강남구 신사동 630-31,37.5223576,127.0356947,도산공원입구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-107,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 801,서울특별시 강남구 신사동 666-13,37.5234075,127.0389994,학동사거리 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-108,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454,37.5321046,127.0273194,SC은행(압구정동지점) 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-109,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 808,서울특별시 강남구 신사동 590-22,37.5208166,127.0283298,선호빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-110,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 204,서울특별시 강남구 신사동 614,37.5275102,127.0293531,대언빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-111,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 871,서울특별시 강남구 신사동 617-5,37.5284269,127.0334779,호산병원 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-112,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 813,서울특별시 강남구 신사동 627-21,37.5229911,127.0330421,웅가패션 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-113,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 851,서울특별시 강남구 신사동 621-6,37.5264132,127.0331761,이즈미 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-114,서울특별시,강남구,구도,,논현로,3,,서울특별시 강남구 신사동 610-10,37.5265524,127.0286814,압구정역2번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-115,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 838,서울특별시 강남구 신사동 598-4,37.5231461,127.0284723,원방프라자 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-116,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 321,서울특별시 강남구 압구정동 489,37.5283641,127.0391494,갤러리아백화점 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-117,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 829,서울특별시 강남구 신사동 627-9,37.5243263,127.0329071,삼원가든 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-118,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 401,서울특별시 강남구 압구정동 513,37.5290113,127.0412687,한양아파트 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-119,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 42길 78,서울특별시 강남구 신사동 632,37.523889,127.034046,압구정하이츠파크입구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-120,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 417,서울특별시 강남구 압구정동 517,37.490958,127.080849,기아자동차 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-121,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로39길 29,서울특별시 강남구 압구정동 461,37.315107,127.015193,압구정초등학교 정문 건너편 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-101,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로4길 46,서울특별시 강남구 역삼동 826-37,37.4952149,127.0308854,쌍용플래티넘밸류 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-102,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 231,서울특별시 강남구 역삼동 676,37.5034593,127.0406281,벨레상스서울호텔 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-103,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 223,서울특별시 강남구 역삼동 677-25,37.5022735,127.0409848,큰길타워 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-104,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로25길 9,서울특별시 강남구 역삼동 644-18,37.5012438,127.0351441,머큐어쏘도베호텔 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-105,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 512,서울특별시 강남구 역삼동 668-17,37.5022296,127.0364404,GS타워북측 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-106,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 205,서울특별시 강남구 역삼동 678-35,37.5014949,127.0383879,역삼빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-107,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 152,서울특별시 강남구 역삼동 737,37.5002482,127.0358392,강남파이낸스센터 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
역삼1-108,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 429,서울특별시 강남구 역삼동 738-9,37.4992391,127.0374866,씨앤씨빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-112,서울특별시,강남구,구도,,밤고개로,3,서울특별시 강남구 밤고개로21길 15,서울특별시 강남구 자곡동 361-2,37.4741463,127.1092797,율현초등학교 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-113,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구 자곡로3길 21,서울특별시 강남구 자곡동 619,37.4717027,127.0900689,LH강남5단지 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-114,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로590길 11,서울특별시 강남구 세곡동 516,37.4632747,127.1037109,리엔파크프라자 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-115,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로569길19,서울특별시 강남구 세곡동 592,37.466925,127.099534,세나테크놀로지 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
수서-101,서울특별시,강남구,구도,,광평로,3,서울특별시 강남구 광평로 280,서울특별시 강남구 수서동 724,37.4873724,127.1025462,로즈데일오피스텔 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
수서-102,서울특별시,강남구,구도,,광평로,3,서울특별시 강남구 광평로51길 8,서울특별시 강남구 수서동 714,37.4884392,127.1022521,로얄프라자빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
수서-103,서울특별시,강남구,구도,,헌릉로,3,,서울특별시 강남구 율현동 122-5,37.4885564,127.1005291,세종고교버스정류장 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
수서-104,서울특별시,강남구,구도,,밤고개로,3,서울특별시 강남구 밤고개로5길,서울특별시 강남구 수서동 214-9,37.4865099,127.1044947,수서6단지아파트 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
수서-105,서울특별시,강남구,구도,,밤고개로,3,,서울특별시 강남구 수서동 207-10,37.4852285,127.1039245,수서역SRT 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-102,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 131,서울특별시 강남구 신사동 537-11,37.5176541,127.0227325,탑텐(가로수길점),4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-103,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 149,서울특별시 강남구 신사동 539-10,37.5185772,127.0248541,진우빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-104,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 847,서울특별시 강남구 신사동 582-6,37.5244649,127.0282338,서울리거뷰티센터 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-105,서울특별시,강남구,구도,,강남대로,3,서울특별시 강남구 강남대로 626,서울특별시 강남구 신사동 502-5,37.5175751,127.0193788,MI타워 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-106,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 156,서울특별시 강남구 신사동 579,37.5260811,127.0265691,카로시티2빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-107,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로18길 28,서울특별시 강남구 신사동 550-11,37.5226349,127.0234171,신구초교공영주차장 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-108,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로18길 28,서울특별시 강남구 신사동 550-11,37.5231902,127.0252407,신구초교정문 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-109,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로189길 57,서울특별시 강남구 압구정동 422,37.5241836,127.0221992,신사중학교 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-110,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 857,서울특별시 강남구 신사동 582-12,37.5254848,127.028271,압구정역4번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-111,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로25길 32,서울특별시 강남구 신사동 564,37.5216921,127.0265932,신사7호공영주차장 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-112,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로159길 57,서울특별시 강남구 신사동 554,37.5214949,127.0236074,정인빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-113,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로15길 29,서울특별시 강남구 신사동 545-23,37.5201841,127.0236367,신사동빌라트,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-114,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로14길 6,서울특별시 강남구 신사동 548-4,37.523821,127.023131,훈지빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-115,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로12길 50,서울특별시 강남구 신사동 534-20,37.520749,127.022835,태명빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
신사-214,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로18길 28,서울특별시 강남구 신사동 550-22,37.5231813,127.0233045,신구초등학교 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-101,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 323,서울특별시 강남구 신사동 651-21,37.5228359,127.0372727,씨네시티빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
압구정-102,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 312,서울특별시 강남구 신사동 638-6,37.5289064,127.0356732,동건빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-104,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 415,서울특별시 강남구 삼성동 38-30,37.5109396,127.0456161,청림빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-105,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 451,서울특별시 강남구 삼성동 44-18,37.5119879,127.0491826,성우빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-106,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 463,서울특별시 강남구 삼성동 49-9,37.5123509,127.0504334,영상빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-107,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 409,서울특별시 강남구 삼성동 141-29,37.5052291,127.0505467,동신빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-108,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 421,서울특별시 강남구 삼성동 142-46,37.5058715,127.0527072,암천빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-109,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 435,서울특별시 강남구 삼성동 143-49,37.5065401,127.0548258,대종빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-110,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 420,서울특별시 강남구 삼성동 4-3,37.5179614,127.0463615,진흥푸른솔아파트 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-112,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로130길 19,서울특별시 강남구 삼성동 2,37.5172547,127.0423317,강남구청역1번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-113,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 510,서울특별시 강남구 삼성동 141-19,37.5051894,127.0488356,선릉역8번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-114,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 469,서울특별시 강남구 삼성동 49-12,37.5124752,127.0509101,S타워,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-115,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로69길 5,서울특별시 강남구 삼성동 142-26,37.5063298,127.0525189,현대타워 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-116,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로122길 4,서울특별시 강남구 삼성동 9-16,37.514381,127.042801,CS공인중개사 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-117,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로126길 22,서울특별시 강남구 삼성동 11-1,37.515196,127.047183,롯데캐슬아파트 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-118,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로126길 12,서울특별시 강남구 삼성동 10,37.305555,127.023488,삼성래미안2차아파트 107동 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-119,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로63길47,서울특별시 강남구 삼성동 29-19,37.305241,127.024521,삼성벨라스아파트 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-201,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로130길 19,서울특별시 강남구 삼성동 2,37.5167018,127.0424625,서광아파트담장 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-101,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로757길 35,서울특별시 강남구 율현동 110,37.4709108,127.1186447,자동차매매시장4 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-102,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로745길 37,서울특별시 강남구 율현동 101-13,37.4697254,127.1181814,자동차매매시장3 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-103,서울특별시,강남구,구도,,헌릉로,3,,서울특별시 강남구 율현동 114-1,37.4692708,127.1208355,자동차매매시장2 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-104,서울특별시,강남구,구도,,헌릉로,3,,서울특별시 강남구 율현동 126-8,37.4687448,127.1198762,자동차매매시장1 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-105,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로757길 35,서울특별시 강남구 율현동 110,37.4698649,127.1191799,자동차매매시장5 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-106,서울특별시,강남구,구도,,헌릉로,3,,서울특별시 강남구 율현동 122-5,37.4677359,127.1200803,자동차매매시장6 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-107,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구 자곡로 202,서울특별시 강남구 자곡동 658,37.4750527,127.1043156,강남푸르지오시티 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-108,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로571길 20,서울특별시 강남구 세곡동 579,37.4654257,127.1017517,강남리더스프라자 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-109,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구 자곡로55,서울특별시 강남구 세곡동 529,37.4692146,127.0916509,세명초등학교 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-110,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구자곡로7길4,서울특별시 강남구 자곡동 605,37.4729721,127.1001823,자곡초앞R 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
세곡-111,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구 자곡로3길 22,서울특별시 강남구 자곡동 621,37.4703967,127.0898971,LH강남3단지 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-101,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 524,서울특별시 강남구 삼성동 159,37.5123672,127.0571025,인터컨티넨탈서울 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-102,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로87길 46,서울특별시 강남구 삼성동 159,37.5115541,127.0575368,세븐럭카지노 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-103,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로87길 46,서울특별시 강남구 삼성동 159,37.5108802,127.0579093,오크우드프리미어 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-104,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로87길 36,서울특별시 강남구 삼성동 159-9,37.5099629,127.0584068,도심공항타워빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-105,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로87길 22,서울특별시 강남구 삼성동 159-6,37.5092749,127.0587748,한국도심공항 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-107,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 517,서울특별시 강남구 삼성동 159,37.5133271,127.0603494,아셈타워 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-108,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 511,서울특별시 강남구 삼성동 159-1,37.5107735,127.0617717,트레이드타워 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-109,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159,37.5117441,127.0612124,코엑스 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-110,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 삼성로 520,서울특별시 강남구 삼성동 156-5,37.5085695,127.0558902,리칭(삼성본점) 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-111,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159-9,37.5093812,127.0624518,삼성역6번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-112,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구영동대로506,서울특별시 강남구 삼성동 168-3,37.5099563,127.0629262,삼성역7번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-113,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 607,서울특별시 강남구 삼성동 168-12,37.5092971,127.0639628,삼성역8번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-114,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로86길 14,서울특별시 강남구 삼성동 147-16,37.5125131,127.0567094,흑돈가 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-115,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 633,서울특별시 강남구 삼성동 109-14,37.5150728,127.0643035,노블발렌티웨딩홀 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-116,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 512,서울특별시 강남구 삼성동 167,37.5112841,127.0622086,현대글로비스본사 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-117,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 삼성로 612,서울특별시 강남구 삼성동 70-7,37.5142195,127.0528739,K707빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-118,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159-9,37.5087504,127.0620389,삼성역5번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-119,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 510,서울특별시 강남구 삼성동 146-2,37.51304644,127.0552963,삼성동더샵 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-120,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 533,서울특별시 강남구 삼성동 77-24,37.5140745,127.0584359,봉은사 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-121,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 513,서울특별시 강남구 삼성동 158-23,37.5076802,127.0594289,K타워(중앙분리대) 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-122,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 647,서울특별시 강남구 삼성동 58-2,37.5197438,127.0568571,청담역2번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-123,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 88길 5,서울특별시 강남구 삼성동 53-2,37.5188095,127.0508114,진흥상가 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-124,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로114길 32,서울특별시 강남구 삼성동 166-2,37.512967,127.065591,평화빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성1-125,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로84길 16,서울특별시 강남구 삼성동146-28,37.512199,127.0557509,태형빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-101,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 학동로 446,서울특별시 강남구 삼성동 19-4,37.5186042,127.0501394,청담역7번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-102,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 학동로 446,서울특별시 강남구 삼성동 19-4,37.5174248,127.0508013,상아아파트담장 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
삼성2-103,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 삼성로 635,서울특별시 강남구 삼성동 21,37.5165896,127.0512277,한섬빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
대치4-104,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 408,서울특별시 강남구 대치동 889-12,37.5046464,127.0502129,선릉역1번출구 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
대치4-105,서울특별시,강남구,구도,,역삼로,3,서울특별시 강남구 역삼로 415,서울특별시 강남구 대치동 907-18,37.5011689,127.0525571,성진빌딩 주변,4,0,,,,,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구
