,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역
308,10162,청담-103,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 428,서울특별시 강남구 청담동 80,37.5268498,127.0438206,페라가모전시장 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
309,10163,청담-104,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 441,서울특별시 강남구 청담동 46-9,37.5187727,127.0491237,영화빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
310,10164,청담-105,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 445,서울특별시 강남구 청담동 47-4,37.5189171,127.0498735,청담역8번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
311,10165,청담-106,서울특별시,강남구,구도,,삼성로,3,서울특별시 강남구 삼성로 716,서울특별시 강남구 청담동 76,37.5197317,127.0499542,리임빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
312,10166,청담-107,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 816,서울특별시 강남구 청담동 85-17,37.5246607,127.0397366,디자이너클럽 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
313,10167,청담-108,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 507,서울특별시 강남구 청담동 120-3,37.5246101,127.0487032,대신빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
314,10168,청담-109,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 521,서울특별시 강남구 청담동 125-22,37.5247747,127.0503338,모나미빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
315,10169,청담-110,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 442,서울특별시 강남구 청담동 4-8,37.5236478,127.0445549,피앤폴루스 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
316,10170,청담-111,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 534,서울특별시 강남구 청담동 52-2,37.5245306,127.0517677,일식긴자 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
317,10171,청담-112,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로75길 6,서울특별시 강남구 청담동 118-3,37.5262866,127.0471581,송은아트스페이스 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
318,10172,청담-113,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 411,서울특별시 강남구 청담동 43-9,37.5179875,127.0448891,원일빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
319,10173,청담-114,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 425,서울특별시 강남구 청담동 45,37.5184434,127.0473139,강남세무서 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
320,10174,청담-115,서울특별시,강남구,구도,,영동대로,3,서울특별시 강남구 영동대로 727,서울특별시 강남구 청담동 68-6,37.5226533,127.0552711,청담복집 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
321,10175,청담-116,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구도산대로420,서울특별시 강남구 청담동 3,37.5232713,127.0415248,금구빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
322,10176,청담-117,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 748,서울특별시 강남구 청담동 23,37.5216144,127.0397823,현대아파트상가 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
323,10177,청담-118,서울특별시,강남구,구도,,학동로,3,서울특별시 강남구 학동로 609,서울특별시 강남구 청담동 134-21,37.5208567,127.0590041,청담삼익아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
324,10187,신사-101,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 113,서울특별시 강남구 신사동 513-4,37.5169125,127.0210212,신사역8번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
325,10247,개포3-106,서울특별시,강남구,구도,,남부순환로,3,서울특별시 강남구 남부순환로 3165,서울특별시 강남구 대치동 27-1,37.4987724,127.0770234,코원에너지 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
326,10254,역삼2-101,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 202,서울특별시 강남구 역삼동 717,37.5000898,127.0388852,금융결제원본사 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
327,10255,역삼2-102,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 326,서울특별시 강남구 역삼동 707-27,37.5037206,127.0472552,I Tower 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
328,10256,역삼2-103,서울특별시,강남구,구도,,선릉로,3,,서울특별시 강남구 역삼동 755-10,37.5003391,127.0507632,도성초교R 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
329,10257,역삼2-104,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 323,서울특별시 강남구 역삼동 773-8,37.4967494,127.0453337,유진약국 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
330,10258,역삼2-105,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 312,서울특별시 강남구 역삼동 788,37.4934488,127.0405871,역삼청소년수련관 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
331,10259,역삼2-106,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로86길 12,서울특별시 강남구 역삼동 710,37.5015942,127.0443511,현대까르띠에아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
332,10260,역삼2-107,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로85길 23-11,서울특별시 강남구 역삼동 722-9,37.5009551,127.0417961,역삼동성당 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
333,10261,역삼2-108,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 423,서울특별시 강남구 역삼동 716,37.5028408,127.0496445,센트레빌아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
334,10262,역삼2-109,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로69길 20,서울특별시 강남구 역삼동 755-4,37.4985559,127.0507864,역삼e-편한세상A 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
335,10263,역삼2-110,서울특별시,강남구,구도,,도곡로,3,서울특별시 강남구 도곡로43길 25,서울특별시 강남구 역삼동 761-26,37.4958636,127.0471376,역삼2동주민센터 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
336,10264,역삼2-111,서울특별시,강남구,구도,,역삼동 783,3,서울특별시 강남구 언주로63길 20,서울특별시 강남구 역삼동 783-21,37.4944418,127.0447042,강남세브란스교수연구동 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
337,10265,역삼2-112,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로86길 12,서울특별시 강남구 역삼동 707-12,37.5021807,127.0448199,테헤란아이파크 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
338,10266,역삼2-113,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 322,서울특별시 강남구 역삼동 707-42,37.5030066,127.0475329,테헤란오피스텔빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
339,10267,역삼2-114,서울특별시,강남구,구도,,역삼로,3,서울특별시 강남구 역삼로 310,서울특별시 강남구 역삼동 755,37.4994484,127.0478393,이마트역삼점 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
340,10268,역삼2-115,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로34길 7,서울특별시 강남구 역삼동 719-9,37.5010154,127.0402581,양자강 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
341,10269,역삼2-116,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로85길27,서울특별시 강남구 역삼동 713,37.300806,127.025056,역삼3차아이파크아파트 105동 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
342,10270,일원1-101,서울특별시,강남구,구도,,일원로,3,서울특별시 강남구 일원로3길 46,서울특별시 강남구 일원동 663-3,37.4922937,127.0836814,일원치안센터 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
343,10271,일원1-102,서울특별시,강남구,구도,,양재대로,3,서울특별시 강남구 양재대로55길 11,서울특별시 강남구 일원동 644-3,37.4914908,127.0878169,일원1동주민센터 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
344,10272,일원1-103,서울특별시,강남구,구도,,개포로,3,,서울특별시 강남구 일원동 701-2,37.4934896,127.0870639,대청초등학교 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
345,10273,일원1-104,서울특별시,강남구,구도,,일원로,3,서울특별시 강남구 일원로 53,서울특별시 강남구 일원동 687,37.4891087,127.0818009,삼성의료원앞R 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
346,10274,일원1-105,서울특별시,강남구,구도,,개포로,3,서울특별시 강남구 개포로 670,서울특별시 강남구 일원동 639-7,37.495401,127.085668,원일빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
347,10275,일원1-106,서울특별시,강남구,구도,,일원로,3,서울특별시 강남구 일원로 33,서울특별시 강남구 일원동 683,37.527446,127.042273,영희초교앞R 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
348,10276,개포3-102,서울특별시,강남구,구도,,개포로,3,서울특별시 강남구 개포로110길 15,서울특별시 강남구 일원동 615,37.4924535,127.0764387,석탑상가 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
349,10277,개포3-103,서울특별시,강남구,구도,,개포로,3,서울특별시 강남구 개포로109길 62,서울특별시 강남구 개포동 13-1,37.4948717,127.0783941,대진공원 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
350,10278,개포3-104,서울특별시,강남구,구도,,개포로,3,,서울특별시 강남구 일원동 700-6,37.4947056,127.0824494,마루공원 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
351,10279,개포3-105,서울특별시,강남구,구도,,남부순환로,3,,서울특별시 강남구 대치동 18-11,37.4979871,127.0743478,대치교동측 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
352,10280,역삼1-109,서울특별시,강남구,구도,,봉은사로,3,서울특별시 강남구 봉은사로 230,서울특별시 강남구 역삼동 653,37.5081786,127.0373821,더북컴퍼니빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
353,10281,역삼1-110,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 559,서울특별시 강남구 역삼동 654-4,37.5076409,127.0392105,GS칼텍스 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
354,10282,역삼1-111,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 534,서울특별시 강남구 역삼동 689-7,37.5059812,127.0413806,태승빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
355,10283,역삼1-112,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 517,서울특별시 강남구 역삼동 696-43,37.5056562,127.0483004,비전빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
356,10284,역삼1-113,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 510,서울특별시 강남구 역삼동 700-6,37.5043066,127.0422075,효림빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
357,10285,역삼1-114,서울특별시,강남구,구도,,테헤란로,3,,서울특별시 강남구 역삼동 701-14,37.5041489,127.0436834,상록플라자 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
358,10286,역삼1-115,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 116,서울특별시 강남구 역삼동 824-19,37.4985444,127.0302973,역삼세무서 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
359,10287,역삼1-116,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로8길 22,서울특별시 강남구 역삼동 824-29,37.4973506,127.0317259,한일빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
360,10288,역삼1-117,서울특별시,강남구,구도,,강남대로,3,서울특별시 강남구 강남대로78길 35,서울특별시 강남구 역삼동 827-68,37.4957301,127.0324938,장서는날(본점) 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
361,10289,역삼1-118,서울특별시,강남구,구도,,역삼로,3,서울특별시 강남구 역삼로 125,서울특별시 강남구 역삼동 829-15,37.4941927,127.0334904,역삼초교R 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
362,10290,역삼1-119,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 329,서울특별시 강남구 역삼동 705-10,37.5043562,127.0477254,선릉역5번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
363,10291,역삼1-120,서울특별시,강남구,구도,,강남대로,3,서울특별시 강남구 강남대로 406,서울특별시 강남구 역삼동 820-9,37.4992436,127.0272735,강남역11번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
364,10292,역삼1-121,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 141,서울특별시 강남구 역삼동 646-20,37.5003613,127.0346916,역삼역4번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
365,10293,역삼1-122,서울특별시,강남구,구도,,강남대로,3,서울특별시 강남구 강남대로 358,서울특별시 강남구 역삼동 826-14,37.4948061,127.0294243,KTB네트워크빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
366,10294,역삼1-123,서울특별시,강남구,구도,,도곡로,3,서울특별시 강남구 도곡로7길 22,서울특별시 강남구 역삼동 835-67,37.4914934,127.0347292,어울림아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
367,10295,역삼1-124,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 564,서울특별시 강남구 역삼동 680-1,37.5083545,127.0403277,라움 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
368,10296,역삼1-125,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 565,서울특별시 강남구 역삼동 653-3,37.5084253,127.0384322,경복아파트R 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
369,10297,역삼1-126,서울특별시,강남구,구도,,역삼로,3,서울특별시 강남구 역삼로 143,서울특별시 강남구 역삼동 751-14,37.4946541,127.0350762,Why.J.빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
370,10298,역삼1-127,서울특별시,강남구,구도,,도곡로,3,서울특별시 강남구 도곡로13길 28,서울특별시 강남구 역삼동 793-1,37.4930508,127.0358388,롯데캐슬노블 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
371,10299,역삼1-128,서울특별시,강남구,구도,,도곡로,3,서울특별시 강남구 도곡로21길 7,서울특별시 강남구 역삼동 795-25,37.4924428,127.0390327,공영노외주차장 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
372,10300,역삼1-129,서울특별시,강남구,구도,,강남대로,3,서울특별시 강남구 강남대로 320,서울특별시 강남구 역삼동 832-7,37.4916842,127.0308629,황화빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
373,10301,역삼1-130,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 115,서울특별시 강남구 역삼동 649-10,37.4991481,127.0297281,서림빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
374,10302,역삼1-131,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로85길 52,서울특별시 강남구 역삼동 735-18,37.497878,127.033595,역삼푸르지오시티 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
375,10303,역삼1-132,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로27길,서울특별시 강남구 역삼동 666-2,37.504748,127.036586,충현1공원 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
376,10304,역삼1-133,서울특별시,강남구,구도,,논현로,3,,서울특별시 강남구 역삼동 615-4,37.504494,127.027672,르메르디앙호텔 주차장 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
377,10305,역삼1-134,서울특별시,강남구,구도,,도곡로,3,서울특별시 강남구 도곡로3길 26,서울특별시 강남구 역삼동 836,37.492009,127.032405,역삼한스빌아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
378,10306,역삼1-135,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로7길21,서울특별시 강남구 역삼동 635-1,37.300389,127.014858,한국과학기술회관 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
379,10307,압구정-103,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 322,서울특별시 강남구 신사동 639-4,37.5286368,127.0368044,세진성형외과 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
380,10308,압구정-104,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 334,서울특별시 강남구 신사동 660-8,37.5282819,127.0382687,한양상가(로데오입구) 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
381,10309,압구정-105,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 342,서울특별시 강남구 신사동 661-3,37.5278994,127.0397394,H&M(압구정점) 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
382,10310,압구정-106,서울특별시,강남구,구도,,도산대로,3,서울특별시 강남구 도산대로 313,서울특별시 강남구 신사동 630-31,37.5223576,127.0356947,도산공원입구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
383,10311,압구정-107,서울특별시,강남구,구도,,선릉로,3,서울특별시 강남구 선릉로 801,서울특별시 강남구 신사동 666-13,37.5234075,127.0389994,학동사거리 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
384,10313,압구정-108,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454,37.5321046,127.0273194,SC은행(압구정동지점) 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
385,10314,압구정-109,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 808,서울특별시 강남구 신사동 590-22,37.5208166,127.0283298,선호빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
386,10315,압구정-110,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 204,서울특별시 강남구 신사동 614,37.5275102,127.0293531,대언빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
387,10316,압구정-111,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 871,서울특별시 강남구 신사동 617-5,37.5284269,127.0334779,호산병원 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
388,10317,압구정-112,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 813,서울특별시 강남구 신사동 627-21,37.5229911,127.0330421,웅가패션 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
389,10318,압구정-113,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 851,서울특별시 강남구 신사동 621-6,37.5264132,127.0331761,이즈미 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
390,10319,압구정-114,서울특별시,강남구,구도,,논현로,3,,서울특별시 강남구 신사동 610-10,37.5265524,127.0286814,압구정역2번출구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
391,10320,압구정-115,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 838,서울특별시 강남구 신사동 598-4,37.5231461,127.0284723,원방프라자 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
392,10321,압구정-116,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 321,서울특별시 강남구 압구정동 489,37.5283641,127.0391494,갤러리아백화점 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
393,10322,압구정-117,서울특별시,강남구,구도,,언주로,3,서울특별시 강남구 언주로 829,서울특별시 강남구 신사동 627-9,37.5243263,127.0329071,삼원가든 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
394,10323,압구정-118,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 401,서울특별시 강남구 압구정동 513,37.5290113,127.0412687,한양아파트 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
395,10324,압구정-119,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 42길 78,서울특별시 강남구 신사동 632,37.523889,127.034046,압구정하이츠파크입구 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
396,10325,압구정-120,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로 417,서울특별시 강남구 압구정동 517,37.490958,127.080849,기아자동차 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
397,10326,압구정-121,서울특별시,강남구,구도,,압구정로,3,서울특별시 강남구 압구정로39길 29,서울특별시 강남구 압구정동 461,37.315107,127.015193,압구정초등학교 정문 건너편 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
398,10327,역삼1-101,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로4길 46,서울특별시 강남구 역삼동 826-37,37.4952149,127.0308854,쌍용플래티넘밸류 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
399,10328,역삼1-102,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 231,서울특별시 강남구 역삼동 676,37.5034593,127.0406281,벨레상스서울호텔 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
400,10329,역삼1-103,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 223,서울특별시 강남구 역삼동 677-25,37.5022735,127.0409848,큰길타워 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
401,10330,역삼1-104,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로25길 9,서울특별시 강남구 역삼동 644-18,37.5012438,127.0351441,머큐어쏘도베호텔 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
402,10331,역삼1-105,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 512,서울특별시 강남구 역삼동 668-17,37.5022296,127.0364404,GS타워북측 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
403,10332,역삼1-106,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 205,서울특별시 강남구 역삼동 678-35,37.5014949,127.0383879,역삼빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
404,10333,역삼1-107,서울특별시,강남구,구도,,테헤란로,3,서울특별시 강남구 테헤란로 152,서울특별시 강남구 역삼동 737,37.5002482,127.0358392,강남파이낸스센터 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
405,10334,역삼1-108,서울특별시,강남구,구도,,논현로,3,서울특별시 강남구 논현로 429,서울특별시 강남구 역삼동 738-9,37.4992391,127.0374866,씨앤씨빌딩 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
406,10336,세곡-112,서울특별시,강남구,구도,,밤고개로,3,서울특별시 강남구 밤고개로21길 15,서울특별시 강남구 자곡동 361-2,37.4741463,127.1092797,율현초등학교 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
407,10337,세곡-113,서울특별시,강남구,구도,,자곡로,3,서울특별시 강남구 자곡로3길 21,서울특별시 강남구 자곡동 619,37.4717027,127.0900689,LH강남5단지 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
408,10338,세곡-114,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로590길 11,서울특별시 강남구 세곡동 516,37.4632747,127.1037109,리엔파크프라자 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
409,10339,세곡-115,서울특별시,강남구,구도,,헌릉로,3,서울특별시 강남구 헌릉로569길19,서울특별시 강남구 세곡동 592,37.466925,127.099534,세나테크놀로지 주변,4,0,,,,nan,강남구청,3423-6963,2021-08-06,3220000,서울특별시 강남구,서울
