,level_0,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역,보호구역
91,674,10789,18,서울특별시,종로구,시도,23-10번,자하문로10길,3.0,서울특별시 종로구 자하문로10길 8,서울특별시 종로구 통의동 91-43,37.579399,126.97198641690001,(어린이 14) 정부청사어린이집 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
92,675,10790,19,서울특별시,종로구,시도,23-28번,자하문로28길,3.0,서울특별시 종로구 자하문로28길 8,서울특별시 종로구 궁정동 4-11,37.584796625100005,126.9711012,(어린이 15) 무궁화어린이집 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
93,676,10791,20,서울특별시,종로구,시도,23번,자하문로,3.0,서울특별시 종로구 자하문로 306,서울특별시 종로구 홍지동 99-3,37.59970300000001,126.95906399999998,(어린이 17) 세검정유치원 주변,4,50,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
94,677,10792,21,서울특별시,종로구,시도,23-J9-2번,홍지문2길,3.0,서울특별시 종로구 홍지문2길 1,서울특별시 종로구 홍지동 56,37.6004405635,126.95671491819999,(어린이 18) 상명부속어린이집 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
95,678,10793,22,서울특별시,종로구,구도,C1-J1번,필운대로,3.0,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1,37.5856448583,126.9687749759,(어린이 19) 서울농학교 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
96,679,10794,23,서울특별시,종로구,시도,C1-J1-1번,인왕산로1길,3.0,서울특별시 종로구 인왕산로1길 21,서울특별시 종로구 사직동 284-1,37.574209816,126.96466101889999,(어린이 20) 수도사랑의학교 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
97,680,10795,24,서울특별시,종로구,시도,C1-J13-4번,북촌로4길,3.0,서울특별시 종로구 북촌로4길 27,서울특별시 종로구 계동 115-1,37.579457503200004,126.986666,(어린이 21) 재동초교(미니스톱) 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
98,681,10796,25,서울특별시,종로구,구도,23-J9-7번,세검정로7길,3.0,서울특별시 종로구 세검정로7길 19,서울특별시 종로구 신영동 218-5,37.6026226862,126.9606130114,(어린이 22) 세검정초교(정문) 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
99,682,10797,26,서울특별시,종로구,구도,23-J9-9번,세검정로9길,3.0,서울특별시 종로구 세검정로9길 19,서울특별시 종로구 신영동 222,37.603958,126.96111974549999,(어린이 23) 세검정초교(후문) 주변,4,20,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
100,683,10798,27,서울특별시,종로구,구도,C1-9번,사직로9길,3.0,서울특별시 종로구 사직로9길 16-1,서울특별시 종로구 사직동 1-43,37.57708069,126.9679376577,(어린이 24) 매동초교(정문) 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
101,684,10799,28,서울특별시,종로구,구도,C1-J1번,필운대로,3.0,서울특별시 종로구 필운대로 9-2,서울특별시 종로구 필운동 108,37.577185,126.9690593949,(어린이 25) 매동초교(필운대로) 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
102,685,10800,29,서울특별시,종로구,구도,28-J28번,성균관로,3.0,서울특별시 종로구 성균관로 74-1,서울특별시 종로구 명륜1가 27-57,37.589195357,126.9973937998,(어린이 26) 혜화초교(명륜파출소) 주변,4,30,,,2.0,2020.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
103,686,10801,30,서울특별시,종로구,구도,51-J33-5,창신5길,3.0,서울특별시 종로구 창신5길 77,서울특별시 종로구 창신동 99,37.574767683400005,127.01385361979999,(어린이 27) 창신초교(장난감도서관) 주변,4,20,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
104,687,10802,31,서울특별시,종로구,구도,23-33번,자하문로33길,3.0,서울특별시 종로구 자하문로33길 22-1,서울특별시 종로구 청운동 52-4,37.5864375164,126.968635,(어린이 28) 청운초교(후문)  주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
105,688,10803,32,서울특별시,종로구,구도,28-J22-14번,율곡로14길,3.0,서울특별시 종로구 율곡로14길 40,서울특별시 종로구 효제동 105-5,37.574291556300004,127.0032042,(어린이 29) 효제초교(율곡로14길) 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
106,690,10805,34,서울특별시,종로구,시도,23-J8번,비봉길,3.0,서울특별시 종로구 비봉길 23,서울특별시 종로구 구기동 151,37.6107364994,126.9563721,(어린이 32) 하비에르국제학교 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
107,691,10806,35,서울특별시,종로구,시도,C1-J1번,필운대로,3.0,서울특별시 종로구 필운대로 87-2,서울특별시 종로구 신교동 2-128,37.5838108039,126.9671421443,(어린이 33) 서울맹학교 주변,4,30,,,2.0,2015.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
108,692,10807,36,서울특별시,종로구,시도,C1-8번,사직로8길,3.0,서울특별시 종로구 사직로8길 13,서울특별시 종로구 내자동 169,37.574936,126.970238,(어린이 34) 세종유치원 주변,4,30,,,2.0,2016.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
109,693,10808,37,서울특별시,종로구,구도,23-43번,자하문로43길,3.0,서울특별시 종로구 자하문로43길 2,서울특별시 종로구 부암동 384-4,37.598687,126.960875,(어린이 35) 엔젤키즈어린이집  주변,4,50,,,2.0,2016.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
110,694,10809,38,서울특별시,종로구,구도,23-J9-6-C번,세검정로6다길,3.0,서울특별시 종로구 세검정로6다길 10,서울특별시 종로구 신영동 105-12,37.601661,126.9627354556,(어린이 36) 부암어린이집 주변,4,30,,,2.0,2016.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
111,695,10810,39,서울특별시,종로구,구도,51-65번,종로65길,3.0,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인동 178-167,37.5748752884,127.0199617207,(어린이 37) 한빛어린이집 주변,4,30,,,2.0,2016.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
112,696,10811,40,서울특별시,종로구,시도,C1-J2번,옥인길,3.0,서울특별시 종로구 옥인길 18,서울특별시 종로구 옥인동 149-1,37.580694,126.9675954667,(어린이 38) 누상어린이집 주변,4,20,,,2.0,2016.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
113,697,10860,N138,서울특별시,금천구,특별시도,0,시흥대로40길 111-5,3.0,서울특별시 금천구 시흥대로40마길1,서울특별시 금천구 시흥동 산 71-52,37.447218,126.907628,서울특별시 금천구 시흥대로40마길1,4,0,,,2.0,2016.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
114,698,10883,N137,서울특별시,금천구,특별시도,0,가산로9길 54,3.0,서울특별시 금천구 가산로9길54 LG전자,서울특별시 금천구 가산동 219-14,37.47598957,126.8896599,서울특별시 금천구 가산로9길54 LG전자,4,0,,,2.0,2016.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
115,700,11039,1,서울특별시,종로구,시도,5111-5번,지봉로5길,3.0,서울특별시 종로구 지봉로5길 20,서울특별시 종로구 창신동 82,37.5748684472,127.0150594741,창신초교 후문 주변,4,30,,,2.0,2019.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
116,704,11043,5,서울특별시,종로구,시도,C1번,율곡로,3.0,서울특별시 종로구 율곡로 264,서울특별시 종로구 종로6가 210-1,37.5734543935,127.0065578241,(어린이 01) 봄샘어린이유치원 주변,4,50,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
117,705,11044,6,서울특별시,종로구,시도,5111-13번,지봉로13길,3.0,서울특별시 종로구 지봉로13길 14,서울특별시 종로구 창신동 산 6-25,37.578948313699996,127.0144675,(어린이 02) 아동회관어린이집 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
118,706,11045,7,서울특별시,종로구,시도,29-J34-5번,낙산5길,3.0,서울특별시 종로구 낙산5길 33,서울특별시 종로구 창신동 23-330,37.5787574116,127.0109477274,(어린이 03) 은행나무어린이집 주변,4,20,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
119,707,11046,8,서울특별시,종로구,시도,29-J34번,낙산길,3.0,서울특별시 종로구 낙산길 250,서울특별시 종로구 창신동 7-40,37.5814512555,127.0146228932,(어린이 04) 명신초교(후문) 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
120,708,11047,9,서울특별시,종로구,구도,29-J34번,낙산길,3.0,서울특별시 종로구 낙산길 250,서울특별시 종로구 창신동 7-40,37.5814512555,127.0146229,(어린이 05) 명신초교(정문) 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
121,709,11048,10,서울특별시,종로구,시도,5111-J36번,동망산길,3.0,서울특별시 종로구 동망산길 66-1,서울특별시 종로구 숭인동 26-10,37.579708,127.01713830799999,(어린이 06) 청룡유치원 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
122,710,11049,11,서울특별시,종로구,구도,29-J34-4번,낙산4길,3.0,서울특별시 종로구 낙산4길 24,서울특별시 종로구 동숭동 50-135,37.5791427043,127.007035613,(어린이 07) 동숭어린이집 주변,4,20,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
123,711,11050,12,서울특별시,종로구,구도,28-J29-6번,혜화로6길,3.0,서울특별시 종로구 혜화로6길 63,서울특별시 종로구 혜화동 15-139,37.5896553333,127.001478,(어린이 08) 한아름유치원 주변,4,20,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
124,712,11051,13,서울특별시,종로구,구도,29-3번,대학로3길,3.0,서울특별시 종로구 대학로3길 9,서울특별시 종로구 연지동 136-25,37.5739848034,127.0013442666,(어린이 09) 연동유치원 주변,4,20,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
125,713,11052,14,서울특별시,종로구,시도,28번,창경궁로,3.0,서울특별시 종로구 창경궁로 288,서울특별시 종로구 혜화동 58-2,37.586262,127.002740601,(어린이 10) 혜화성당유치원 주변,4,50,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
126,714,11053,15,서울특별시,종로구,시도,27번,삼일대로,3.0,서울특별시 종로구 삼일대로 454,서울특별시 종로구 경운동 2,37.5750618207,126.9874208786,(어린이 11) 서울경운학교 주변,4,30,,,2.0,2014.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
127,715,11155,N135,서울특별시,금천구,특별시도,0,독산로50길 60,3.0,서울특별시 금천구 독산로50길60 한울중학교,서울특별시 금천구 시흥동 1000-3,37.462526,126.907659,서울특별시 금천구 독산로50길60 한울중학교,4,0,,,2.0,2016.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
128,716,11204,N134,서울특별시,금천구,특별시도,0,시흥대로40길 111-5,3.0,서울특별시 금천구 시흥대로40길93 자연유아원앞,서울특별시 금천구 시흥동 산 71-63,37.44678131,126.9084595,서울특별시 금천구 시흥대로40길93 자연유아원앞,4,0,,,2.0,2015.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
129,731,11291,F5626,서울특별시,동작구,특별시도,,현충로,1.0,서울특별시 동작구 현충로,서울특별시 동작구 흑석동 10-5,37.50713,126.966803,명수대현대@102동앞,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
130,732,11292,F5627,서울특별시,동작구,특별시도,,현충로,2.0,서울특별시 동작구 현충로,서울특별시 동작구 흑석동 114-15,37.509412,126.963001,중앙대입구교차로,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
131,736,11296,F5631,서울특별시,동대문구,특별시도,,한천로,2.0,서울특별시 동대문구 한천로 425-1,,37.598572999999995,127.06761000000002,쌍용@104동 건너편,2,30,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
132,743,11303,F5641,서울특별시,마포구,특별시도,,월드컵북로,1.0,서울특별시 마포구 월드컵북로 361,,37.577172,126.892349,상암초교교차로,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
133,745,11305,F5404,서울특별시,동대문구,특별시도,,장안벚꽃로,2.0,서울특별시 동대문구 장안벚꽃로 205,,37.57833,127.076225,은석초교앞,1,40,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
134,753,11313,F5417,서울특별시,서초구,특별시도,,사임당로,1.0,서울특별시 서초구 사임당로,서울특별시 서초구 서초동 1418,37.49105,127.02383300000001,신동아2차@ 5동 앞,1,30,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
135,754,11314,F5419,서울특별시,중랑구,특별시도,,면목로,2.0,서울특별시 중랑구 면목로 429,,37.590293,127.08697,면목초교 건너편,1,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
136,760,11420,N133,서울특별시,금천구,특별시도,0,시흥대로40길 42,3.0,서울특별시 금천구 시흥대로40길42 영일빌라앞,서울특별시 금천구 시흥동 1000-146,37.447451,126.906016,서울특별시 금천구 시흥대로40길42 영일빌라앞,4,0,,,2.0,2015.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
137,779,12207,336,서울특별시,종로구,구도,5305번,자하문로35길,3.0,서울특별시 종로구 자하문로35길,서울특별시 종로구 청운동 7-4,37.5907534686,126.9663641106,청운공원 3(자하문로35길) 주변,4,30,,,2.0,2021.0,서울특별시 종로구청,02-2148-3372,2021-12-01,3000000,서울특별시 종로구,서울,어린이
138,803,12351,F8549,서울특별시,강북구,특별시도,,인수봉로,1.0,서울특별시 강북구 인수봉로 136,,37.631716,127.013775,혜화여고 건너편,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
139,804,12352,F8550,서울특별시,강북구,특별시도,,인수봉로,2.0,서울특별시 강북구 인수봉로 269,,37.643063,127.010855,인수초중교앞,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
140,812,12360,F8558,서울특별시,강남구,특별시도,,역삼로,1.0,서울특별시 강남구 역삼로 314,,37.499876,127.049146,도성초교 건너편,2,40,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
141,817,12365,F8563,서울특별시,도봉구,특별시도,,해등로,2.0,서울특별시 도봉구 해등로 295,,37.657396000000006,127.022962,우성2차 201동앞,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
142,822,12370,F8143,서울특별시,광진구,특별시도,,뚝섬로,1.0,서울특별시 광진구 뚝섬로 553,,37.534411,127.07163700000001,동자초교앞,2,30,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
143,830,12378,F8181,서울특별시,강동구,특별시도,,양재대로,1.0,서울특별시 강동구 양재대로,서울특별시 강동구 고덕동 487-15,37.556583,127.144694,명덕초교앞,2,40,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
144,831,12379,F8182,서울특별시,강동구,특별시도,,양재대로,2.0,서울특별시 강동구 양재대로,서울특별시 강동구 고덕동 469,37.556543,127.144544,강동롯데캐슬퍼스트@앞,2,40,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
145,832,12380,F8261,서울특별시,동대문구,특별시도,,겸재로,1.0,서울특별시 동대문구 겸재로 21,,37.584401,127.069166,휘경공고앞,2,30,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
146,851,12404,F7685,서울특별시,관악구,특별시도,,보라매로,2.0,서울특별시 관악구 보라매로,서울특별시 관악구 봉천동 727-8,37.4922,126.926732,SKT보라매사옥앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
147,857,12410,F7691,서울특별시,강북구,특별시도,,솔샘로,2.0,서울특별시 강북구 솔샘로 184,,37.620090999999995,127.01221100000001,솔샘문화정보센터 건너편,2,30,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
148,870,12431,9,서울특별시,은평구,구도,없음,연서로,3.0,서울특별시 은평구 연서로107,서울특별시 은평구 구산동 222,37.609032,126.915513,세화아파트(예일여고주변),4,30,,,2.0,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구,서울,어린이
149,889,12488,4,서울특별시,은평구,구도,504번,증산서길,3.0,서울특별시 은평구 증산서길63,서울특별시 은평구 증산동209-17,37.582434,126.905371,증산초교 정문 앞,4,30,,,2.0,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구,서울,어린이
150,908,12635,G0007,서울특별시,관악구,특별시도,,문성로,2.0,서울특별시 관악구 문성로 214,,37.479167,126.927369,새명문유치원앞,2,30,,,2.0,2017.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
151,913,12876,F7450,서울특별시,서초구,특별시도,,태봉로,1.0,서울특별시 서초구 태봉로,서울특별시 서초구 우면동 718,37.462802,127.02326299999999,서초네이처힐504동앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
152,914,12877,F7451,서울특별시,서초구,특별시도,,태봉로,2.0,서울특별시 서초구 태봉로,서울특별시 서초구 우면동 714,37.464884000000005,127.025194,영동중학교앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
153,917,12880,F7454,서울특별시,광진구,특별시도,,구의강변로,1.0,서울특별시 광진구 구의강변로 84,,37.537423,127.09336599999999,세양@앞,2,30,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
154,918,12881,F7536,서울특별시,성북구,특별시도,,삼양로,2.0,서울특별시 성북구 삼양로 75,,37.609888,127.022593,미아초교앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
155,924,12887,F7673,서울특별시,성북구,특별시도,,동소문로,1.0,서울특별시 성북구 동소문로 186,,37.598434999999995,127.02188000000001,성북성심병원건너편,1,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
156,988,12951,F6628,서울특별시,강북구,특별시도,,삼양로,1.0,서울특별시 강북구 삼양로,서울특별시 강북구 미아동 637-44,37.614397,127.02226399999999,래미안트리베라1차@ 건너편,2,50,,,2.0,2011.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
157,989,12952,F6629,서울특별시,성북구,특별시도,,아리랑로,2.0,서울특별시 성북구 아리랑로 68,,37.598620000000004,127.01423100000001,돈암코오롱하늘채앞,2,50,,,2.0,2011.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
158,990,12953,F6630,서울특별시,양천구,특별시도,,목동로,1.0,서울특별시 양천구 목동로 31,,37.512113,126.870775,갈산초교 정문 건너편,2,50,,,2.0,2011.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
159,992,12955,F5401,서울특별시,강동구,특별시도,,성안로,1.0,서울특별시 강동구 성안로 200,,37.541057,127.13775600000001,천동초교앞 삼거리,2,30,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
160,1001,13203,F9361,서울특별시,강남구,특별시도,,역삼로,1.0,서울특별시 강남구 역삼로 8길,,37.492599,127.034151,역삼초교입구,2,40,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
161,1002,13204,F9362,서울특별시,강남구,특별시도,,선릉로,2.0,서울특별시 강남구 선릉로 103,,37.486549,127.056731,서울개일초교 건너편,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
162,1003,13205,F9363,서울특별시,강남구,특별시도,,자곡로,2.0,서울특별시 강남구 자곡로 55,,37.467869,127.09373000000001,세명초교 남측,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
163,1004,13206,F9364,서울특별시,강남구,특별시도,,밤고개로,1.0,서울특별시 강남구 밤고개로 23길,,37.474127,127.10908799999999,율현초교 앞,1,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
164,1063,14359,N122,서울특별시,금천구,특별시도,0,독산로 16,3.0,서울특별시 금천구 독산로16 곰마트,서울특별시 금천구 시흥동 1000-137,37.448931,126.904735,서울특별시 금천구 독산로 16 곰마트,4,0,,,2.0,2015.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
165,1069,14365,N128,서울특별시,금천구,특별시도,0,범안로 1256,3.0,서울특별시 금천구 범안로1256 일공공일안경점,서울특별시 금천구 독산동 1081-16,37.466429,126.901711,서울특별시 금천구 범안로1256 일공공일안경점,4,0,,,2.0,2015.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
166,1077,14373,N105,서울특별시,금천구,특별시도,0,범안로 1236,3.0,서울특별시 금천구 범안로1236 말미사거리부근,서울특별시 금천구 독산동 1081-14,37.466434,126.899108,서울특별시 금천구 범안로1236 말미사거리부근,4,0,,,2.0,2015.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
167,1078,14374,N106,서울특별시,금천구,특별시도,0,문성로 48,3.0,서울특별시 금천구 문성로48 동아연립,서울특별시 금천구 독산동 894,37.4769568,126.9092452,서울특별시 금천구 문성로48 동아연립,4,0,,,2.0,2016.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
168,1156,15581,주정차단속-085,서울특별시,마포구,구도,169,월드컵로36길,3.0,서울특별시 마포구 월드컵로36길34,,37.56697719,126.9050873,성원초등학교 앞,4,0,,,2.0,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
169,1157,15582,주정차단속-086,서울특별시,마포구,구도,167,월드컵북로38길,3.0,서울특별시 마포구 월드컵북로38길26,,37.57110397,126.9053628,신북초등학교,4,0,,,2.0,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
170,1166,15591,주정차단속-074,서울특별시,마포구,구도,171,성미산로,3.0,서울특별시 마포구 성미산로 111,,37.56350983,126.9191674,홍대부속유치원 앞,4,0,,,2.0,2004.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
171,1168,15593,주정차단속-076,서울특별시,마포구,구도,171,성미산로,3.0,서울특별시 마포구 성미산로38,,37.55862516,126.9123503,성서초교(성서교회),4,0,,,2.0,2008.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
172,1251,16240,P0056,서울특별시,성북구,구도,0,안암로,3.0,서울특별시 성북구 안암로 99,서울특별시 성북구 안암동5가 40-10,37.58487973,127.0312346,우신향병원,4,30,,,2.0,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울,어린이
173,1326,16398,F5394,서울특별시,동작구,특별시도,,장승배기로,2.0,서울특별시 동작구 장승배기로,서울특별시 동작구 상도동 208-5,37.49962,126.943091,신상도초교 건너편,2,30,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
174,1327,16399,F5395,서울특별시,강남구,특별시도,,선릉로,2.0,서울특별시 강남구 선릉로 209,,37.493178,127.05416399999999,대도초교앞,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
175,1328,16400,F5396,서울특별시,강북구,특별시도,,한천로,2.0,서울특별시 강북구 한천로 975,,37.636544,127.03191499999998,수송초교 건너편,2,30,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
176,1330,16441,N145,서울특별시,금천구,특별시도,0,시흥대로79길,3.0,서울특별시 금천구 도하어린이공원,서울특별시 금천구 독산동 1152-6,37.45807499,126.896886,서울특별시 금천구 시흥대로 도하어린이공원,4,0,,,2.0,2019.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
177,1333,16444,N148,서울특별시,금천구,특별시도,0,가산로 99,3.0,서울특별시 금천구 가산로 가산테라타워 교차로 앞,서울특별시 금천구 가산동 152-27,37.47653560000001,126.8906539,서울특별시 금천구 가산로 가산테라타워 교차로 앞,4,0,,,2.0,2020.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
178,1334,16445,N149,서울특별시,금천구,특별시도,0,벚꽃로38길 29,3.0,서울특별시 금천구 벚꽃로 먹거리촌 앞 회전교차로,서울특별시 금천구 가산동 42-5,37.48232335,126.8846235,서울특별시 금천구 벚꽃로 먹거리촌 앞 회전교차로,4,0,,,2.0,2020.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
179,1340,16451,N155,서울특별시,금천구,특별시도,0,시흥대로151길 45,3.0,서울특별시 금천구 시흥대로 덕산아파트상가 앞 사거리,서울특별시 금천구 가산동 148-1,37.47705419,126.8962169,서울특별시 금천구 시흥대로 덕산아파트상가 앞 사거리,4,0,,,2.0,2020.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
